V1	V2
PF3D7_0620800	GO:0030533
PF3D7_0620900	GO:0030533
PF3D7_0621000	GO:0020011
PF3D7_0621200	GO:0000304,GO:0004359,GO:0005634,GO:0005829,GO:0008615,GO:0042819,GO:1903561
PF3D7_0621300	GO:0003723,GO:0005730,GO:0005737
PF3D7_0621350	GO:0000042,GO:0006895,GO:0016021
PF3D7_0621400	GO:0070258
PF3D7_0621500	GO:0000172,GO:0030677
PF3D7_0621600	GO:0030533
PF3D7_0621800	GO:0005634,GO:0005854,GO:0051083
PF3D7_0621900	GO:0005634,GO:0005786
PF3D7_0622200	GO:0020011
PF3D7_0622500	GO:0008173
PF3D7_0622700	GO:0020011
PF3D7_0622800	GO:0004823,GO:0005634,GO:0005737,GO:0006429
PF3D7_0622900	GO:0000781,GO:0034399,GO:0042162
PF3D7_0623000	GO:0003959,GO:0004107,GO:0005829,GO:0009423,GO:0010181,GO:0033587
PF3D7_0623100	GO:0005634
PF3D7_0623200	GO:0004324,GO:0005515,GO:0008937,GO:0009055,GO:0020011
PF3D7_0623400	GO:0005737,GO:0020014
PF3D7_0623500	GO:0004784,GO:0005739,GO:0006979,GO:0019430,GO:0020011
PF3D7_0623600	GO:0000398,GO:0003723,GO:0005634
PF3D7_0623700	GO:0003724,GO:0006401
PF3D7_0623800	GO:0004672,GO:0006468
PF3D7_0623900	GO:0004523,GO:0005634,GO:0032299,GO:0090502
PF3D7_0624000	GO:0004396,GO:0005634,GO:0005829,GO:0006096,GO:0020036,GO:0036396,GO:0042493
PF3D7_0624400	GO:0020011
PF3D7_0624500	GO:0005680
PF3D7_0624600	GO:0000976,GO:0005634,GO:0045893
PF3D7_0624700	GO:0000225,GO:0006506
PF3D7_0625300	GO:0003677,GO:0003887
PF3D7_0625600	GO:0004652,GO:0043631
PF3D7_0626100	GO:0008152,GO:0016491
PF3D7_0626300	GO:0004312,GO:0004315,GO:0020011
PF3D7_0626700	GO:0005524,GO:0016887
PF3D7_0626800	GO:0004743,GO:0006096
PF3D7_0627300	GO:0008270
PF3D7_0627400	GO:0008320,GO:0042721,GO:0045039
PF3D7_0627500	GO:0005829,GO:0006457,GO:0008233,GO:0009986,GO:0036524,GO:0036525
PF3D7_0627700	GO:0005643,GO:0006606,GO:0008320,GO:0020011
PF3D7_0627800	GO:0003987,GO:0005634,GO:0006091
PF3D7_0628000	GO:0003874,GO:0006729
PF3D7_0628100	GO:0061630
PF3D7_0628200	GO:0004686,GO:0006468,GO:0035690
PF3D7_0628300	GO:0004307,GO:0005783,GO:0006629
PF3D7_0628400	GO:0016021
PF3D7_0628800	GO:0020011,GO:0030956,GO:0050567,GO:0070681
PF3D7_0629000	GO:0004343,GO:0006048
PF3D7_0629100	GO:0004516,GO:0005737
PF3D7_0629200	GO:0005634,GO:0020003
PF3D7_0629300	GO:0004607,GO:0004620,GO:0009986,GO:0020005,GO:0035891
PF3D7_0629400	GO:0003729,GO:0005634
PF3D7_0629500	GO:0005886,GO:0020020,GO:0042493,GO:0042910
PF3D7_0629700	GO:0005634,GO:0019904
PF3D7_0629800	GO:0005515,GO:0044310
PF3D7_0629900	GO:0005794,GO:0016192
PF3D7_0630300	GO:0003887,GO:0006261,GO:0008622
PF3D7_0630500	GO:0005730,GO:0030687,GO:0042273,GO:0070545
PF3D7_0630900	GO:0003723,GO:0003724,GO:0010501,GO:0016070,GO:0032508
PF3D7_0631100	GO:0043657
PF3D7_0631300	GO:0020036
PF3D7_0631400	GO:0020036
PF3D7_0631500	GO:0020036
PF3D7_0631600	GO:0020036
PF3D7_0631800	GO:0020002,GO:0020033
PF3D7_0631900	GO:0020008,GO:0020013,GO:0020036,GO:0033644,GO:0044409
PF3D7_0632000	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0632100	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0632200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0632300	GO:0020002,GO:0020033
PF3D7_0632400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0632500	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0050839,GO:0098609
PF3D7_0632700	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0632800	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0700200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0700300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0700400	GO:0020013,GO:0020036
PF3D7_0700500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0700800	GO:0016021,GO:0020036,GO:0042000
PF3D7_0701100	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0701500	GO:0020036
PF3D7_0701600	GO:0016021,GO:0020036,GO:0042000
PF3D7_0701700	GO:0020036
PF3D7_0701800	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0701900	GO:0005515,GO:0020036,GO:0044538
PF3D7_0702000	GO:0020036,GO:0043657
PF3D7_0702200	GO:0006644,GO:0016787
PF3D7_0702300	GO:0009986
PF3D7_0702400	GO:0005515,GO:0005634,GO:0020036,GO:0030430,GO:0033644,GO:1903561
PF3D7_0702500	GO:0005515,GO:0005634,GO:0020036,GO:0030430,GO:1903561
PF3D7_0702700	GO:0030533
PF3D7_0702800	GO:0030533
PF3D7_0703100	GO:0016226,GO:0097361,GO:0097428
PF3D7_0703200	GO:0005634
PF3D7_0703500	GO:0003729,GO:0005634,GO:0016020
PF3D7_0703600	GO:0005634
PF3D7_0703700	GO:0005634
PF3D7_0703900	GO:0016021
PF3D7_0704000	GO:0016021
PF3D7_0704100	GO:0045178,GO:0070258
PF3D7_0704300	GO:0016021
PF3D7_0704400	GO:0005634
PF3D7_0704600	GO:0004842,GO:0005783,GO:0005794,GO:0042493,GO:0044409
PF3D7_0704900	GO:0020011,GO:0043022
PF3D7_0705000	GO:0004482,GO:0006370
PF3D7_0705300	GO:0003688,GO:0005634,GO:0005664,GO:0005783,GO:0006270,GO:0034399
PF3D7_0705400	GO:0005515,GO:0005634,GO:0005737
PF3D7_0705700	GO:0005634
PF3D7_0705900	GO:0020036
PF3D7_0706000	GO:0005634,GO:0005643,GO:0005737
PF3D7_0706100	GO:0020011
PF3D7_0706400	GO:0022625
PF3D7_0706500	GO:0003729,GO:0005634
PF3D7_0706800	GO:0030533
PF3D7_0706900	GO:0030533
PF3D7_0707000	GO:0030533
PF3D7_0707100	GO:0030533
PF3D7_0707200	GO:0036396,GO:0070577
PF3D7_0707300	GO:0005515,GO:0005634,GO:0005783,GO:0005794,GO:0020003,GO:0020008,GO:0031225,GO:0033016,GO:0034613,GO:0044409,GO:0045121,GO:0098609
PF3D7_0707400	GO:0005634
PF3D7_0707600	GO:0016592
PF3D7_0707700	GO:0005634
PF3D7_0707800	GO:0020011
PF3D7_0708100	GO:0005634,GO:0006366
PF3D7_0708300	GO:0000408,GO:0005515,GO:0005737
PF3D7_0708400	GO:0005515,GO:0005634,GO:0016887,GO:0020020,GO:1903561
PF3D7_0708500	GO:0005634,GO:0006986,GO:0009408
PF3D7_0708600	GO:0070258
PF3D7_0708700	GO:0005739
PF3D7_0708800	GO:0005515,GO:0005634,GO:0005737,GO:0006457,GO:0009408,GO:0016887,GO:0070258
PF3D7_0709000	GO:0005783,GO:0015091,GO:0015093,GO:0015833,GO:0016020,GO:0016021,GO:0020020,GO:0034635,GO:0042493,GO:0042910
PF3D7_0709200	GO:0005739
PF3D7_0709300	GO:0020005,GO:0020020,GO:0031910
PF3D7_0709500	GO:0005634
PF3D7_0709600	GO:0000172,GO:0004526,GO:0030677
PF3D7_0709700	GO:0005737,GO:0016788,GO:0042493,GO:0047372,GO:0052651
PF3D7_0710200	GO:0005634
PF3D7_0710300	GO:0020011
PF3D7_0710400	GO:0000715
PF3D7_0710500	GO:0020011
PF3D7_0710600	GO:0005634,GO:0022625
PF3D7_0710700	GO:0005634
PF3D7_0710800	GO:0005783,GO:0006890
PF3D7_0710900	GO:0003735,GO:0005762
PF3D7_0711000	GO:0010564,GO:0016887,GO:0020011,GO:0030433,GO:0043130
PF3D7_0711400	GO:0000118,GO:0003714,GO:0006357
PF3D7_0711500	GO:0003682,GO:0005087,GO:0005634,GO:0007059,GO:0020036
PF3D7_0711600	GO:0045892
PF3D7_0711700	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0711800	GO:0045892
PF3D7_0712000	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0712100	GO:0045892
PF3D7_0712300	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0712400	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0712600	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0712700	GO:0045892
PF3D7_0712800	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0712900	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0713000	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0713100	GO:0016021,GO:0020036,GO:0042000
PF3D7_0713400	GO:0005886,GO:0006884,GO:0006950
PF3D7_0713700	GO:0005634
PF3D7_0714000	GO:0000786,GO:0000791,GO:0003677,GO:0005634,GO:0006333,GO:1903561
PF3D7_0714200	GO:0005634
PF3D7_0714300	GO:0016409,GO:0018345,GO:0031211
PF3D7_0714400	GO:0005509,GO:0007165
PF3D7_0714500	GO:0005634,GO:0006357,GO:0008023,GO:0032784
PF3D7_0714700	GO:0030533
PF3D7_0714800	GO:0030533
PF3D7_0714900	GO:0030533
PF3D7_0715000	GO:0005829,GO:0008152,GO:0016791
PF3D7_0715200	GO:0020011
PF3D7_0715300	GO:0004674,GO:0004683,GO:0005516,GO:0005524,GO:0006468,GO:0007165
PF3D7_0715400	GO:0020011
PF3D7_0715500	GO:0005739,GO:0005756,GO:0015986,GO:0020036
PF3D7_0715600	GO:0003746,GO:0005525,GO:0005634,GO:0006414
PF3D7_0715900	GO:0005385,GO:0006829
PF3D7_0716300	GO:0005634
PF3D7_0716600	GO:0005515,GO:0006534,GO:0020011,GO:0031071
PF3D7_0716800	GO:0003743,GO:0005634,GO:0005852,GO:0006413,GO:0006446
PF3D7_0716900	GO:0006810,GO:0016020,GO:0020011
PF3D7_0717300	GO:0005673,GO:0006366
PF3D7_0717400	GO:0006400,GO:0008270,GO:0008479,GO:0008616
PF3D7_0717500	GO:0003824,GO:0004723,GO:0005509,GO:0005524,GO:0006260,GO:0006468,GO:0036388,GO:0042555,GO:0090307
PF3D7_0717600	GO:0005634
PF3D7_0717700	GO:0004828,GO:0005524,GO:0006434
PF3D7_0718100	GO:0004674,GO:0006468,GO:0016020,GO:0020036
PF3D7_0718300	GO:0016021,GO:0030522,GO:0031362,GO:0046907
PF3D7_0718400	GO:0005763
PF3D7_0718500	GO:0006458,GO:0016272,GO:0051082
PF3D7_0719200	GO:0004674,GO:0006468,GO:0007165
PF3D7_0719300	GO:0005515,GO:0005634
PF3D7_0719500	GO:0005737,GO:0071976
PF3D7_0719600	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_0719700	GO:0003735,GO:0005634,GO:0006412,GO:0022627
PF3D7_0719800	GO:0020011
PF3D7_0720000	GO:0000178,GO:0004532
PF3D7_0721100	GO:0005634,GO:0020011,GO:0071944
PF3D7_0721300	GO:0003678,GO:0005730,GO:0008094,GO:0008186
PF3D7_0721400	GO:0020008
PF3D7_0721500	GO:0016021
PF3D7_0721600	GO:0003735,GO:0005634,GO:0006412,GO:0022627
PF3D7_0722100	GO:0048255
PF3D7_0722200	GO:0044409,GO:0046789,GO:1990225
PF3D7_0722400	GO:0005525,GO:0005634,GO:0016887
PF3D7_0722500	GO:0000398,GO:0005684,GO:0008380,GO:0051726
PF3D7_0722600	GO:0005730,GO:0030688,GO:0032040
PF3D7_0722900	GO:0070258
PF3D7_0723100	GO:0045177
PF3D7_0723300	GO:0005634,GO:0070258
PF3D7_0723400	GO:0005634
PF3D7_0723500	GO:0005869,GO:0007018
PF3D7_0723700	GO:0020011
PF3D7_0723800	GO:0005634
PF3D7_0723900	GO:0003729,GO:0005634
PF3D7_0724100	GO:0005634
PF3D7_0724300	GO:0006744,GO:0008689
PF3D7_0724400	GO:0051082
PF3D7_0724600	GO:0005634
PF3D7_0724700	GO:0005515,GO:0005634,GO:0005667
PF3D7_0724800	GO:0003779,GO:0007010
PF3D7_0724900	GO:0003777,GO:0005524,GO:0005871,GO:0007017
PF3D7_0725000	GO:0005634,GO:0006298,GO:0006310,GO:0008409
PF3D7_0725200	GO:0007530
PF3D7_0725300	GO:0005634
PF3D7_0726100	GO:0020036,GO:0043657
PF3D7_0726200	GO:0044003,GO:0044538
PF3D7_0726300	GO:0003677,GO:0005524,GO:0005634,GO:0006298
PF3D7_0726500	GO:0005634
PF3D7_0726700	GO:0020011
PF3D7_0726900	GO:0005634,GO:0005737
PF3D7_0727100	GO:0020011
PF3D7_0727200	GO:0004123,GO:0005739,GO:0006534
PF3D7_0727300	GO:0003677,GO:0003886,GO:0005634,GO:0006306
PF3D7_0727400	GO:0004175,GO:0005634,GO:0006511,GO:0019773,GO:1903561
PF3D7_0727500	GO:0020011
PF3D7_0727800	GO:0016021
PF3D7_0728000	GO:0003743,GO:0005634,GO:0005850,GO:0006413
PF3D7_0728700	GO:0006629,GO:0016298
PF3D7_0728800	GO:0020011
PF3D7_0729000	GO:0005515,GO:0005634,GO:0005737,GO:0005786,GO:0005789,GO:0006614,GO:0043022
PF3D7_0729100	GO:0005634
PF3D7_0729200	GO:0005829,GO:0020011
PF3D7_0729300	GO:0000027,GO:0000055,GO:0042273
PF3D7_0729400	GO:0000027,GO:0005634,GO:0030687
PF3D7_0729500	GO:0001734,GO:0005515,GO:0005634,GO:0005737,GO:0036396,GO:0080009
PF3D7_0729800	GO:0003777,GO:0005875,GO:0007018
PF3D7_0729900	GO:0003777,GO:0007018
PF3D7_0730200	GO:0005737,GO:0016192,GO:0030130
PF3D7_0730300	GO:0005634
PF3D7_0730400	GO:0005634
PF3D7_0730500	GO:0005634
PF3D7_0730600	GO:0030533
PF3D7_0730700	GO:0030533
PF3D7_0730800	GO:0043657
PF3D7_0730900	GO:0005634
PF3D7_0731100	GO:0006900,GO:0020036
PF3D7_0731200	GO:0020036,GO:0043657
PF3D7_0731300	GO:0005634,GO:0020036
PF3D7_0731500	GO:0008201,GO:0020009,GO:0044409,GO:0046789,GO:0075109,GO:1903561
PF3D7_0731600	GO:0004467,GO:0005634,GO:0006631,GO:0016208,GO:0020011,GO:0020030
PF3D7_0731700	GO:0043657
PF3D7_0732000	GO:0020013,GO:0020036
PF3D7_0732200	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0732300	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0732400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0732500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0732700	GO:0020002,GO:0020033
PF3D7_0732800	GO:0020002,GO:0020033
PF3D7_0732900	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0733000	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0800100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0800200	GO:0005515,GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0800300	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0800400	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0800500	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0800600	GO:0043657
PF3D7_0800700	GO:0009986,GO:0044228
PF3D7_0800800	GO:0043657
PF3D7_0801000	GO:0005515,GO:0005634,GO:0020008,GO:0020036,GO:0044409,GO:1903561
PF3D7_0801300	GO:0007155,GO:0008201,GO:0034494,GO:0050693,GO:0050839
PF3D7_0801500	GO:0005730
PF3D7_0801700	GO:0005634,GO:0006508,GO:0008234
PF3D7_0801800	GO:0004476,GO:0005634,GO:0008270
PF3D7_0802000	GO:0004352,GO:0005634,GO:0005829,GO:0006536
PF3D7_0802100	GO:0005634,GO:0043565
PF3D7_0802200	GO:0004601,GO:0005829,GO:0006979,GO:0016209
PF3D7_0802300	GO:0005730,GO:0032040
PF3D7_0802600	GO:0004016,GO:0005737,GO:0009268,GO:0020008
PF3D7_0802800	GO:0004722,GO:0004723,GO:0005737,GO:0005955,GO:0006470
PF3D7_0803000	GO:0005634
PF3D7_0803200	GO:0005634
PF3D7_0803300	GO:0000398,GO:0005681
PF3D7_0803400	GO:0000724,GO:0003684,GO:0006310
PF3D7_0803700	GO:0000226,GO:0005200,GO:0005634,GO:0005815
PF3D7_0803800	GO:0004175,GO:0005634,GO:0005839
PF3D7_0804400	GO:0003729,GO:0006508,GO:0008235,GO:0020011,GO:0070006
PF3D7_0804500	GO:0016021
PF3D7_0804800	GO:0003755,GO:0006457,GO:0016018
PF3D7_0804900	GO:0005634
PF3D7_0805200	GO:0005737,GO:0048870,GO:0070258
PF3D7_0805600	GO:0005886,GO:0006654,GO:0008195,GO:0035891,GO:0046839
PF3D7_0805700	GO:0005634,GO:0005829
PF3D7_0806200	GO:0000030,GO:0016021,GO:0018103
PF3D7_0806300	GO:0031410,GO:0035891,GO:0071944
PF3D7_0806400	GO:0004577,GO:0006488
PF3D7_0806800	GO:0009055,GO:0016020,GO:0016469,GO:0046933,GO:0046961
PF3D7_0806900	GO:0020011
PF3D7_0807000	GO:0006355
PF3D7_0807100	GO:0005634,GO:0005737,GO:0016887,GO:0017116,GO:0032508,GO:0043138
PF3D7_0807300	GO:0003924,GO:0005525,GO:0005634,GO:0006886,GO:0007264,GO:0016020,GO:0060627
PF3D7_0807400	GO:0005739,GO:0006744,GO:0048039
PF3D7_0807500	GO:0004175,GO:0005839,GO:0006511
PF3D7_0807600	GO:0005634
PF3D7_0807700	GO:0005515,GO:0005829,GO:0006508,GO:0006979,GO:0009266,GO:0020002,GO:0020003,GO:0035690,GO:0044164
PF3D7_0807800	GO:0005634
PF3D7_0807900	GO:0004831,GO:0005634,GO:0006437,GO:0044164,GO:0046789
PF3D7_0808200	GO:0004190,GO:0006508,GO:0035891,GO:0042493,GO:0044311,GO:0044409,GO:0045177
PF3D7_0808400	GO:0006888,GO:0030126
PF3D7_0808450	GO:0005739
PF3D7_0808500	GO:0045892
PF3D7_0808600	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0808700	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0808800	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0808900	GO:0020002,GO:0020003,GO:0020013,GO:0020033,GO:0020035,GO:0020036
PF3D7_0809000	GO:0045892
PF3D7_0809100	GO:0020002,GO:0020013,GO:0020030,GO:0020033,GO:0020035,GO:0050839,GO:0098609
PF3D7_0809700	GO:0003678,GO:0016887,GO:0043141
PF3D7_0809900	GO:0005634
PF3D7_0810100	GO:0000311,GO:0003735,GO:0006412,GO:0020011
PF3D7_0810300	GO:0005634
PF3D7_0810500	GO:0004722,GO:0005634,GO:0005737,GO:0006470,GO:0008287
PF3D7_0810600	GO:0003724,GO:0003729,GO:0005634
PF3D7_0810800	GO:0004156,GO:0005634,GO:0006761,GO:0042493
PF3D7_0811000	GO:0005515,GO:0019005,GO:0031146
PF3D7_0811200	GO:0005783,GO:0034975
PF3D7_0811300	GO:0005634,GO:0005829,GO:0030014,GO:0030015
PF3D7_0811400	GO:0005634
PF3D7_0811500	GO:0005634,GO:0016571,GO:0042054
PF3D7_0811600	GO:0005634
PF3D7_0811900	GO:0020011
PF3D7_0812220	GO:0003924,GO:0005829,GO:0020011,GO:0043022
PF3D7_0812300	GO:0009986,GO:0071976
PF3D7_0812400	GO:0005634,GO:0005643,GO:0006607,GO:0006913,GO:0019904
PF3D7_0812500	GO:0005634
PF3D7_0812600	GO:0004842,GO:0006511
PF3D7_0812700	GO:0000398,GO:0003723,GO:0005685
PF3D7_0813000	GO:0005737,GO:0005829,GO:0006897,GO:0042493
PF3D7_0813100	GO:0005634
PF3D7_0813200	GO:0044310
PF3D7_0813300	GO:0005634,GO:0020020
PF3D7_0813400	GO:0003729,GO:0005634
PF3D7_0813600	GO:0005634
PF3D7_0813700	GO:0006996,GO:0020011
PF3D7_0813800	GO:0005737,GO:0006004,GO:0008446,GO:0019673
PF3D7_0813900	GO:0003735,GO:0005634,GO:0006412
PF3D7_0814000	GO:0003735,GO:0005634,GO:0006412,GO:0022625
PF3D7_0814200	GO:0000900,GO:0003677,GO:0003723,GO:0003729,GO:0005634,GO:0005737,GO:0020020,GO:1903561
PF3D7_0814300	GO:0005783,GO:0010564,GO:0016887,GO:0030433
PF3D7_0814900	GO:0004784,GO:0005515,GO:0005829,GO:0006801,GO:0006979
PF3D7_0815000	GO:0005634,GO:0016209,GO:0016491,GO:0020011,GO:0045454
PF3D7_0815200	GO:0005087,GO:0005634,GO:0005643,GO:0006606
PF3D7_0815400	GO:0005739
PF3D7_0815600	GO:0003729,GO:0003743,GO:0005634,GO:0006413
PF3D7_0815700	GO:0010564,GO:0016887,GO:0020011,GO:0030433
PF3D7_0815800	GO:0005085,GO:0005634,GO:0005737,GO:0006895
PF3D7_0815900	GO:0004148,GO:0006086,GO:0020011,GO:0042803,GO:0045254
PF3D7_0816000	GO:0005730,GO:0042254
PF3D7_0816100	GO:0004633
PF3D7_0816400	GO:0005509,GO:0005739
PF3D7_0816500	GO:0005737,GO:0006986,GO:0009408,GO:0009986,GO:0070258
PF3D7_0816600	GO:0005634,GO:0009368,GO:0016887,GO:0020011
PF3D7_0816800	GO:0000794,GO:0007131
PF3D7_0816900	GO:0004017,GO:0005515,GO:0005886,GO:0020005
PF3D7_0817100	GO:0002098,GO:0003924,GO:0020011
PF3D7_0817300	GO:0005634
PF3D7_0817400	GO:0005739
PF3D7_0817500	GO:0005783,GO:0006508,GO:0055074
PF3D7_0817600	GO:0005634
PF3D7_0817700	GO:0032991,GO:0046812,GO:1990225
PF3D7_0817900	GO:0002720,GO:0003677,GO:0005634,GO:0005694,GO:0005829,GO:0006355,GO:0006359,GO:0008301
PF3D7_0818200	GO:0005515,GO:0005634,GO:0005737,GO:0020020,GO:0042393,GO:0044409,GO:1903561
PF3D7_0818400	GO:0005730,GO:0032040
PF3D7_0818500	GO:0008270
PF3D7_0818600	GO:0005886,GO:0006629,GO:0009986,GO:0016298,GO:0044409,GO:0048469
PF3D7_0818800	GO:0005732,GO:0006364,GO:0032040,GO:0034457,GO:0042274
PF3D7_0818900	GO:0005515,GO:0005634,GO:0005737,GO:0005829,GO:0009408,GO:0009986,GO:0016887,GO:0020020,GO:0031072,GO:0032266,GO:1903561
PF3D7_0819200	GO:0044409
PF3D7_0819400	GO:0031982,GO:0044409,GO:0045177,GO:0071944
PF3D7_0819600	GO:0005634
PF3D7_0819700	GO:0005634,GO:0020011
PF3D7_0819900	GO:0000398,GO:0005634,GO:0005732,GO:0046540
PF3D7_0820000	GO:0003713,GO:0005634
PF3D7_0820100	GO:0020011
PF3D7_0820200	GO:0006072,GO:0006655,GO:0008444
PF3D7_0820400	GO:0044228
PF3D7_0820600	GO:0020011
PF3D7_0820700	GO:0004591,GO:0005759,GO:0006099,GO:0006103
PF3D7_0820800	GO:0020011
PF3D7_0821100	GO:0004674,GO:0005829
PF3D7_0821200	GO:0005634
PF3D7_0821300	GO:0004004
PF3D7_0821400	GO:0005634
PF3D7_0821500	GO:0019843,GO:0032040,GO:0042274,GO:0070037
PF3D7_0821600	GO:0000214,GO:0006388,GO:0051733
PF3D7_0821700	GO:0002181,GO:0003735,GO:0005634,GO:0022625
PF3D7_0821800	GO:0005634,GO:0005783,GO:0005784,GO:0005789,GO:0006886,GO:0043952
PF3D7_0822000	GO:0005739
PF3D7_0822300	GO:0000398,GO:0046540
PF3D7_0822500	GO:0003774,GO:0005515,GO:0005737
PF3D7_0822600	GO:0005634,GO:0006888,GO:0020036,GO:0030127
PF3D7_0822700	GO:0035891,GO:0044409,GO:0071944
PF3D7_0822800	GO:0000375,GO:0003723,GO:0005732,GO:0071013
PF3D7_0822900	GO:0005634
PF3D7_0823200	GO:0003729,GO:0005634
PF3D7_0823300	GO:0000123,GO:0005515,GO:0005634,GO:0006355,GO:0010484,GO:0042493,GO:0043966
PF3D7_0823500	GO:0070258
PF3D7_0823600	GO:0009107,GO:0016979,GO:0020011
PF3D7_0823700	GO:0005739,GO:0005742,GO:0006626
PF3D7_0823800	GO:0005634,GO:0020020
PF3D7_0823900	GO:0005310,GO:0005743,GO:0006835,GO:0006839,GO:0015367,GO:0015742,GO:0015743
PF3D7_0824300	GO:0005525,GO:0005829
PF3D7_0824400	GO:0005337,GO:0005783,GO:0015858,GO:0016021
PF3D7_0824700	GO:0016021
PF3D7_0824800	GO:0005667
PF3D7_0825000	GO:0005634
PF3D7_0825200	GO:0005739,GO:0043022
PF3D7_0825400	GO:0005739
PF3D7_0825700	GO:0005737,GO:0044312
PF3D7_0825800	GO:0044312
PF3D7_0826100	GO:0004842,GO:0006511,GO:0016049
PF3D7_0826400	GO:0004659,GO:0019408
PF3D7_0826600	GO:0005484,GO:0006886,GO:0031201,GO:0031338
PF3D7_0826700	GO:0005634,GO:0005737,GO:0005829,GO:0051302,GO:1903561
PF3D7_0827000	GO:0003723,GO:0005524,GO:1902626
PF3D7_0827100	GO:0003743,GO:0005829,GO:0006413
PF3D7_0827500	GO:0003735,GO:0006412,GO:0020011
PF3D7_0827600	GO:0020011
PF3D7_0827800	GO:0005634,GO:0034399,GO:0042493
PF3D7_0827900	GO:0003756,GO:0005515,GO:0005634,GO:0005788,GO:0006457,GO:0009986,GO:0020009,GO:0020020
PF3D7_0828000	GO:0006465,GO:0008233
PF3D7_0828200	GO:0004823,GO:0006412,GO:0006429,GO:0020011
PF3D7_0828300	GO:0005634
PF3D7_0828500	GO:0003743,GO:0005851,GO:0006446
PF3D7_0828600	GO:0005886,GO:0008517,GO:0016021
PF3D7_0828800	GO:0005737,GO:0009986,GO:0020009,GO:0031244,GO:0044310,GO:0046658,GO:0046812
PF3D7_0829000	GO:0016021
PF3D7_0829100	GO:0005634
PF3D7_0829300	GO:0000398,GO:0005688,GO:0005732,GO:0017070
PF3D7_0829600	GO:0020005
PF3D7_0830300	GO:0044164
PF3D7_0830400	GO:0020036
PF3D7_0830500	GO:0005515,GO:0005783,GO:0020036
PF3D7_0830600	GO:0020035,GO:0020036
PF3D7_0830700	GO:0043657
PF3D7_0830800	GO:0009986,GO:0044228
PF3D7_0830900	GO:0043657
